sample_id	metadata_blank	x	mean	ciL	ciU	type
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	9517504.0	8242.0	8228.28	8255.72	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	9805913.0	8269.0	8255.28	8282.72	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.0094323E7	8295.0	8283.24	8306.76	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.0382732E7	8319.0	8307.24	8330.76	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.0671141E7	8342.0	8332.2	8351.8	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.095955E7	8365.0	8355.2	8374.8	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.1247959E7	8386.0	8378.16	8393.84	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.1536369E7	8406.0	8398.16	8413.84	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.1824778E7	8425.0	8417.16	8432.84	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.2113187E7	8443.0	8437.12	8448.88	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.2401596E7	8459.0	8453.12	8464.88	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.2690006E7	8475.0	8469.12	8480.88	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.2978415E7	8490.0	8486.08	8493.92	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.3266824E7	8504.0	8500.08	8507.92	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.3555233E7	8517.0	8513.08	8520.92	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.3843643E7	8529.0	8527.04	8530.96	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.4132052E7	8540.0	8538.04	8541.96	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.4420461E7	8551.0	8549.04	8552.96	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.470887E7	8560.0	8558.04	8561.96	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.4997279E7	8569.0	8569.0	8569.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.5285689E7	8576.0	8576.0	8576.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.5574098E7	8583.0	8583.0	8583.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.5862507E7	8589.0	8589.0	8589.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.6150916E7	8595.0	8595.0	8595.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.6439326E7	8599.0	8599.0	8599.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.6727735E7	8603.0	8603.0	8603.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.7016144E7	8606.0	8606.0	8606.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.7304553E7	8608.0	8608.0	8608.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.7592963E7	8610.0	8610.0	8610.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.7881372E7	8610.0	8610.0	8610.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.8045108E7	8611.0	8611.0	8611.0	1
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.8169781E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.845819E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.8746599E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.9035009E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.9323418E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.9611827E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1.9900236E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.0188646E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.0477055E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.0765464E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.1053873E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.1342283E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.1630692E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.1919101E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.220751E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.2495919E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.2784329E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.3072738E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.3361147E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.3649556E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.3937966E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.4226375E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.4514784E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.4803193E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.5091603E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.5380012E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.5668421E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.595683E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.6245239E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.6533649E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.6822058E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.7110467E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.7398876E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.7687286E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.7975695E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.8264104E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.8552513E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2.8840923E7	0.0	0.0	0.0	2
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	0.0	0.0	0.0	0.0	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	288409.0	16309.0	16154.16	16463.84	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	576818.0	19683.0	19532.08	19833.92	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	865227.0	22027.0	21881.96	22172.04	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1153636.0	23826.0	23684.88	23967.12	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1442046.0	25273.0	25135.8	25410.2	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1730455.0	26472.0	26338.72	26605.28	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2018864.0	27488.0	27358.64	27617.36	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2307273.0	28363.0	28237.56	28488.44	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2595683.0	29128.0	29004.52	29251.48	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2884092.0	29805.0	29685.44	29924.56	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	3172501.0	30410.0	30294.36	30525.64	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	3460910.0	30956.0	30844.28	31067.72	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	3749319.0	31452.0	31344.2	31559.8	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	4037729.0	31906.0	31800.16	32011.84	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	4326138.0	32323.0	32221.08	32424.92	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	4614547.0	32710.0	32612.0	32808.0	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	4902956.0	33070.0	32973.96	33166.04	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	5191366.0	33407.0	33314.88	33499.12	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	5479775.0	33722.0	33631.84	33812.16	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	5768184.0	34019.0	33932.76	34105.24	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	6056593.0	34299.0	34214.72	34383.28	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	6345003.0	34564.0	34483.64	34644.36	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	6633412.0	34815.0	34736.6	34893.4	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	6921821.0	35054.0	34979.52	35128.48	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	7210230.0	35281.0	35208.48	35353.52	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	7498639.0	35498.0	35427.44	35568.56	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	7787049.0	35705.0	35638.36	35771.64	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	8075458.0	35904.0	35839.32	35968.68	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	8363867.0	36093.0	36030.28	36155.72	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	8652276.0	36275.0	36214.24	36335.76	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	8940686.0	36450.0	36391.2	36508.8	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	9229095.0	36617.0	36562.12	36671.88	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	9517504.0	36778.0	36725.08	36830.92	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	9805913.0	36933.0	36882.04	36983.96	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.0094323E7	37082.0	37033.0	37131.0	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.0382732E7	37225.0	37177.96	37272.04	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.0671141E7	37362.0	37316.92	37407.08	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.095955E7	37495.0	37451.88	37538.12	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.1247959E7	37623.0	37581.84	37664.16	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.1536369E7	37746.0	37706.8	37785.2	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.1824778E7	37864.0	37826.76	37901.24	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.2113187E7	37978.0	37942.72	38013.28	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.2401596E7	38088.0	38054.68	38121.32	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.2690006E7	38193.0	38161.64	38224.36	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.2978415E7	38295.0	38265.6	38324.4	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.3266824E7	38393.0	38363.6	38422.4	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.3555233E7	38487.0	38459.56	38514.44	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.3843643E7	38578.0	38552.52	38603.48	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.4132052E7	38665.0	38641.48	38688.52	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.4420461E7	38749.0	38725.48	38772.52	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.470887E7	38829.0	38807.44	38850.56	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.4997279E7	38906.0	38886.4	38925.6	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.5285689E7	38980.0	38960.4	38999.6	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.5574098E7	39051.0	39033.36	39068.64	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.5862507E7	39119.0	39103.32	39134.68	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.6150916E7	39185.0	39169.32	39200.68	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.6439326E7	39247.0	39233.28	39260.72	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.6727735E7	39306.0	39292.28	39319.72	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.7016144E7	39363.0	39351.24	39374.76	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.7304553E7	39417.0	39405.24	39428.76	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.7592963E7	39468.0	39458.2	39477.8	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.7881372E7	39517.0	39507.2	39526.8	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.8169781E7	39563.0	39555.16	39570.84	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.845819E7	39607.0	39599.16	39614.84	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.8746599E7	39648.0	39642.12	39653.88	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.9035009E7	39687.0	39681.12	39692.88	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.9323418E7	39724.0	39718.12	39729.88	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.9611827E7	39758.0	39754.08	39761.92	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	1.9900236E7	39790.0	39786.08	39793.92	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.0188646E7	39819.0	39815.08	39822.92	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.0477055E7	39847.0	39845.04	39848.96	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.0765464E7	39872.0	39870.04	39873.96	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.1053873E7	39895.0	39893.04	39896.96	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.1342283E7	39916.0	39914.04	39917.96	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.1630692E7	39934.0	39934.0	39934.0	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.1919101E7	39951.0	39951.0	39951.0	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.220751E7	39966.0	39966.0	39966.0	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.2495919E7	39978.0	39978.0	39978.0	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.2784329E7	39989.0	39989.0	39989.0	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.3072738E7	39997.0	39997.0	39997.0	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.3361147E7	40004.0	40004.0	40004.0	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.3649556E7	40009.0	40009.0	40009.0	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.3937966E7	40012.0	40012.0	40012.0	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.4221044E7	40013.0	40013.0	40013.0	1
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.4226375E7	0.0	0.0	0.0	2
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.4514784E7	0.0	0.0	0.0	2
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.4803193E7	0.0	0.0	0.0	2
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.5091603E7	0.0	0.0	0.0	2
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.5380012E7	0.0	0.0	0.0	2
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.5668421E7	0.0	0.0	0.0	2
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.595683E7	0.0	0.0	0.0	2
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.6245239E7	0.0	0.0	0.0	2
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.6533649E7	0.0	0.0	0.0	2
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.6822058E7	0.0	0.0	0.0	2
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.7110467E7	0.0	0.0	0.0	2
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.7398876E7	0.0	0.0	0.0	2
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.7687286E7	0.0	0.0	0.0	2
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.7975695E7	0.0	0.0	0.0	2
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.8264104E7	0.0	0.0	0.0	2
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.8552513E7	0.0	0.0	0.0	2
S048_SZ20250621039WHB-2_gdna_genome_2537269_amp	.	2.8840923E7	0.0	0.0	0.0	2
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	0.0	0.0	0.0	0.0	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	288409.0	16304.0	16149.16	16458.84	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	576818.0	19674.0	19523.08	19824.92	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	865227.0	22015.0	21869.96	22160.04	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1153636.0	23812.0	23670.88	23953.12	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1442046.0	25256.0	25118.8	25393.2	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1730455.0	26454.0	26320.72	26587.28	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	2018864.0	27469.0	27339.64	27598.36	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	2307273.0	28343.0	28217.56	28468.44	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	2595683.0	29108.0	28984.52	29231.48	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	2884092.0	29785.0	29665.44	29904.56	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	3172501.0	30390.0	30274.36	30505.64	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	3460910.0	30935.0	30823.28	31046.72	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	3749319.0	31432.0	31322.24	31541.76	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	4037729.0	31886.0	31780.16	31991.84	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	4326138.0	32304.0	32202.08	32405.92	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	4614547.0	32691.0	32591.04	32790.96	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	4902956.0	33052.0	32955.96	33148.04	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	5191366.0	33389.0	33296.88	33481.12	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	5479775.0	33705.0	33614.84	33795.16	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	5768184.0	34002.0	33915.76	34088.24	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	6056593.0	34283.0	34198.72	34367.28	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	6345003.0	34548.0	34467.64	34628.36	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	6633412.0	34800.0	34721.6	34878.4	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	6921821.0	35040.0	34963.56	35116.44	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	7210230.0	35268.0	35195.48	35340.52	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	7498639.0	35486.0	35415.44	35556.56	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	7787049.0	35694.0	35625.4	35762.6	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	8075458.0	35892.0	35827.32	35956.68	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	8363867.0	36083.0	36020.28	36145.72	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	8652276.0	36265.0	36204.24	36325.76	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	8940686.0	36441.0	36382.2	36499.8	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	9229095.0	36609.0	36554.12	36663.88	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	9517504.0	36770.0	36717.08	36822.92	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	9805913.0	36926.0	36875.04	36976.96	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.0094323E7	37075.0	37026.0	37124.0	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.0382732E7	37219.0	37171.96	37266.04	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.0671141E7	37357.0	37311.92	37402.08	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.095955E7	37490.0	37446.88	37533.12	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.1247959E7	37619.0	37577.84	37660.16	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.1536369E7	37742.0	37702.8	37781.2	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.1824778E7	37861.0	37823.76	37898.24	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.2113187E7	37975.0	37939.72	38010.28	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.2401596E7	38086.0	38052.68	38119.32	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.2690006E7	38192.0	38160.64	38223.36	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.2978415E7	38294.0	38264.6	38323.4	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.3266824E7	38393.0	38363.6	38422.4	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.3555233E7	38487.0	38459.56	38514.44	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.3843643E7	38578.0	38552.52	38603.48	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.4132052E7	38666.0	38642.48	38689.52	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.4420461E7	38750.0	38726.48	38773.52	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.470887E7	38831.0	38809.44	38852.56	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.4997279E7	38908.0	38888.4	38927.6	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.5285689E7	38983.0	38963.4	39002.6	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.5574098E7	39054.0	39036.36	39071.64	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.5862507E7	39122.0	39106.32	39137.68	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.6150916E7	39188.0	39172.32	39203.68	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.6439326E7	39250.0	39236.28	39263.72	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.6727735E7	39310.0	39296.28	39323.72	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.7016144E7	39367.0	39355.24	39378.76	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.7304553E7	39421.0	39409.24	39432.76	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.7592963E7	39473.0	39463.2	39482.8	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.7881372E7	39522.0	39512.2	39531.8	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.8169781E7	39568.0	39560.16	39575.84	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.845819E7	39612.0	39604.16	39619.84	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.8746599E7	39653.0	39647.12	39658.88	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.9035009E7	39692.0	39686.12	39697.88	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.9323418E7	39729.0	39723.12	39734.88	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.9611827E7	39763.0	39759.08	39766.92	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	1.9900236E7	39795.0	39791.08	39798.92	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	2.0188646E7	39825.0	39821.08	39828.92	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	2.0477055E7	39852.0	39850.04	39853.96	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	2.0765464E7	39877.0	39875.04	39878.96	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	2.1053873E7	39900.0	39898.04	39901.96	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	2.1342283E7	39921.0	39919.04	39922.96	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	2.1630692E7	39940.0	39940.0	39940.0	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	2.1919101E7	39957.0	39957.0	39957.0	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	2.220751E7	39971.0	39971.0	39971.0	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	2.2495919E7	39984.0	39984.0	39984.0	0
S048_SZ20250621039WHB-2_gdna_genome_2537269_rna	.	2.2784329E7	39994.0	39994.0	39994.0	0
